-2.000000000000000000e+00,-1.085629533027448884e-01
-1.959595959595959558e+00,9.973471950437715061e-02
-1.919191919191919116e+00,2.829810102963584498e-02
-1.878787878787878896e+00,-1.506291727929187640e-01
-1.838383838383838453e+00,-5.785979836629401990e-02
-1.797979797979798011e+00,1.651435050571570529e-01
-1.757575757575757569e+00,-2.426690959727769437e-01
-1.717171717171717127e+00,-4.289470484116492122e-02
-1.676767676767676685e+00,1.265856689962003567e-01
-1.636363636363636243e+00,-8.669035454518439487e-02
-1.595959595959596022e+00,-6.791961830556973723e-02
-1.555555555555555580e+00,-9.526714001597443027e-03
-1.515151515151515138e+00,1.490425163451720714e-01
-1.474747474747474696e+00,-6.405152218926599139e-02
-1.434343434343434254e+00,-4.466102029863326661e-02
-1.393939393939394034e+00,-4.385410192453090272e-02
-1.353535353535353369e+00,2.199372276057672271e-01
-1.313131313131313149e+00,2.176682564675372911e-01
-1.272727272727272707e+00,9.887056985672856846e-02
-1.232323232323232265e+00,3.631780549428306054e-02
-1.191919191919191823e+00,7.033294316383204015e-02
-1.151515151515151381e+00,1.441071875378613643e-01
-1.111111111111111160e+00,-1.007166971325546001e-01
-1.070707070707070496e+00,1.075186600785451863e-01
-1.030303030303030276e+00,-1.392886880180724263e-01
-9.898989898989898339e-01,-8.248752891955531130e-02
-9.494949494949493918e-01,6.630452614139481504e-02
-9.090909090909089496e-01,-1.734572188609229959e-01
-8.686868686868685074e-01,-5.040006385469208983e-02
-8.282828282828282873e-01,-1.264485170259438407e-01
-7.878787878787878451e-01,-6.539528648395163957e-02
-7.474747474747474030e-01,-3.116277819072876265e-01
-7.070707070707069608e-01,-1.891994816879102037e-01
-6.666666666666665186e-01,-4.646561625118768302e-02
-6.262626262626260765e-01,1.709281301353384463e-01
-5.858585858585856343e-01,1.352292350464574244e-01
-5.454545454545454142e-01,2.430943222996531372e-01
-5.050505050505049720e-01,4.071906525535613497e-01
-4.646464646464645298e-01,3.333341301115966826e-01
-4.242424242424240877e-01,4.953928291095230918e-01
-3.838383838383836455e-01,3.678381779560560005e-01
-3.434343434343432033e-01,1.697963021265619377e-01
-3.030303030303029832e-01,1.017801683035465810e-01
-2.626262626262625410e-01,-8.447351188284560330e-02
-2.222222222222220989e-01,-4.277369802271744903e-01
-1.818181818181816567e-01,-7.491036983542778138e-01
-1.414141414141412145e-01,-6.787309278958904013e-01
-1.010101010101007724e-01,-8.596061117208114721e-01
-6.060606060606055223e-02,-5.688580733551698021e-01
-2.020202020202011006e-02,-2.494101326497866200e-02
2.020202020202033211e-02,1.233117172806042217e-01
6.060606060606099632e-02,5.891861639214024393e-01
1.010101010101012164e-01,1.104493553272696937e+00
1.414141414141414366e-01,8.002158816018809517e-01
1.818181818181821008e-01,5.610892253900562343e-01
2.222222222222223209e-01,1.895573316323898028e-01
2.626262626262629851e-01,-2.783281946763976888e-01
3.030303030303032052e-01,-4.503027631117943463e-01
3.434343434343434254e-01,-4.623512333630275251e-01
3.838383838383840896e-01,-2.584706432778821616e-01
4.242424242424243097e-01,-1.002929052392043247e-01
4.646464646464649739e-01,3.316127102779889424e-01
5.050505050505051940e-01,3.828118474294817664e-01
5.454545454545458583e-01,1.349257412048324167e-01
5.858585858585860784e-01,2.256023767366045207e-01
6.262626262626262985e-01,-3.544311247860171266e-03
6.666666666666669627e-01,-1.521574091881989221e-01
7.070707070707071829e-01,-1.478409481066191578e-01
7.474747474747478471e-01,-1.580157391238403430e-01
7.878787878787880672e-01,5.661754865083386962e-02
8.282828282828287314e-01,1.086356643254322296e-01
8.686868686868689515e-01,-4.202461477869463141e-02
9.090909090909091717e-01,1.209675198283381298e-01
9.494949494949498359e-01,-1.283374132797318601e-01
9.898989898989900560e-01,-2.320853816362211941e-01
1.030303030303030720e+00,9.628641360913529901e-02
1.070707070707070940e+00,-3.666963924234504374e-02
1.111111111111111160e+00,-5.662531857524260963e-03
1.151515151515151825e+00,-7.999790315648007410e-02
1.191919191919192045e+00,-1.610309280183063740e-01
1.232323232323232709e+00,1.234446998287644648e-01
1.272727272727272929e+00,-7.017591664725535139e-02
1.313131313131313593e+00,1.661315202099652721e-01
1.353535353535353813e+00,8.131163596248799919e-02
1.393939393939394034e+00,-3.112348187381580242e-02
1.434343434343434698e+00,-1.086146047525862052e-01
1.474747474747474918e+00,-7.340092776300112531e-02
1.515151515151515582e+00,-1.213286281127301941e-01
1.555555555555555802e+00,2.087295174440310097e-01
1.595959595959596466e+00,1.648142014292500526e-02
1.636363636363636687e+00,1.150319228726137122e-01
1.676767676767676907e+00,-1.267430625289493462e-01
1.717171717171717571e+00,1.809624594951182372e-02
1.757575757575757791e+00,1.177858269221930265e-01
1.797979797979798455e+00,-3.349887102396768152e-02
1.838383838383838675e+00,1.031123640293040711e-01
1.878787878787878896e+00,-1.084571525960885685e-01
1.919191919191919560e+00,-1.363475442746281407e-01
1.959595959595959780e+00,3.794004942079190479e-02
2.000000000000000000e+00,-3.791753642994399182e-02
